#1000 pts per wavenumber up to wavenumber=2000
#100 pts per wavenumber after wavenumber=2000
#x   qext   qsca   qback   gsca   p180
7602.0   2.0057    2.0057    1.6388    0.0000    0.0650
7603.0   2.0049    2.0049    1.3416    0.0000    0.0532
7604.0   2.0044    2.0044    1.5244    0.0000    0.0605
7605.0   2.0042    2.0042    1.5339    0.0000    0.0609
7606.0   2.0043    2.0043    1.4212    0.0000    0.0564
7607.0   2.0048    2.0048    1.5201    0.0000    0.0603
7608.0   2.0054    2.0054    1.7036    0.0000    0.0676
7609.0   2.0059    2.0059    1.2966    0.0000    0.0514
7610.0   2.0062    2.0062    1.5378    0.0000    0.0610
7611.0   2.0059    2.0059    1.7209    0.0000    0.0683
7612.0   2.0053    2.0053    1.3157    0.0000    0.0522
7613.0   2.0047    2.0047    1.5067    0.0000    0.0598
7614.0   2.0042    2.0042    1.6492    0.0000    0.0655
7615.0   2.0041    2.0041    1.2135    0.0000    0.0482
7616.0   2.0046    2.0046    1.5264    0.0000    0.0606
7617.0   2.0052    2.0052    1.6035    0.0000    0.0636
7618.0   2.0058    2.0058    1.3324    0.0000    0.0529
7619.0   2.0061    2.0061    1.6222    0.0000    0.0643
7620.0   2.0060    2.0060    1.5898    0.0000    0.0631
7621.0   2.0056    2.0056    1.3547    0.0000    0.0538
7622.0   2.0050    2.0050    1.5226    0.0000    0.0604
7623.0   2.0043    2.0043    1.5248    0.0000    0.0605
7624.0   2.0041    2.0041    1.3745    0.0000    0.0546
7625.0   2.0043    2.0043    1.5643    0.0000    0.0621
7626.0   2.0048    2.0048    1.5367    0.0000    0.0610
7627.0   2.0056    2.0056    1.3113    0.0000    0.0520
7628.0   2.0061    2.0061    1.6796    0.0000    0.0666
7629.0   2.0061    2.0061    1.4614    0.0000    0.0580
7630.0   2.0058    2.0058    1.4049    0.0000    0.0557
7631.0   2.0052    2.0052    1.5661    0.0000    0.0622
7632.0   2.0046    2.0046    1.5713    0.0000    0.0624
7633.0   2.0043    2.0043    1.4279    0.0000    0.0567
7634.0   2.0042    2.0042    1.6724    0.0000    0.0664
7635.0   2.0045    2.0045    1.4374    0.0000    0.0571
7636.0   2.0052    2.0052    1.4216    0.0000    0.0564
7637.0   2.0058    2.0058    1.6071    0.0000    0.0638
7638.0   2.0061    2.0061    1.3618    0.0000    0.0540
7639.0   2.0061    2.0061    1.5026    0.0000    0.0596
7640.0   2.0055    2.0055    1.5686    0.0000    0.0622
7641.0   2.0048    2.0048    1.4648    0.0000    0.0581
7642.0   2.0043    2.0043    1.5008    0.0000    0.0596
7643.0   2.0042    2.0042    1.6563    0.0000    0.0658
7644.0   2.0044    2.0044    1.3047    0.0000    0.0518
7645.0   2.0050    2.0050    1.5038    0.0000    0.0597
7646.0   2.0055    2.0055    1.5288    0.0000    0.0607
7647.0   2.0060    2.0060    1.3153    0.0000    0.0522
7648.0   2.0062    2.0062    1.5716    0.0000    0.0623
7649.0   2.0058    2.0058    1.7088    0.0000    0.0678
7650.0   2.0051    2.0051    1.3886    0.0000    0.0551
7651.0   2.0045    2.0045    1.4254    0.0000    0.0566
7652.0   2.0041    2.0041    1.5936    0.0000    0.0633
7653.0   2.0042    2.0042    1.4036    0.0000    0.0557
7654.0   2.0048    2.0048    1.5098    0.0000    0.0599
7655.0   2.0053    2.0053    1.4739    0.0000    0.0585
7656.0   2.0059    2.0059    1.4566    0.0000    0.0578
7657.0   2.0061    2.0061    1.5556    0.0000    0.0617
7658.0   2.0059    2.0059    1.5426    0.0000    0.0612
7659.0   2.0054    2.0054    1.3392    0.0000    0.0531
7660.0   2.0048    2.0048    1.6753    0.0000    0.0665
7661.0   2.0042    2.0042    1.5252    0.0000    0.0606
7662.0   2.0041    2.0041    1.2797    0.0000    0.0508
7663.0   2.0044    2.0044    1.6463    0.0000    0.0654
7664.0   2.0050    2.0050    1.4722    0.0000    0.0584
7665.0   2.0057    2.0057    1.4182    0.0000    0.0563
7666.0   2.0061    2.0061    1.6056    0.0000    0.0637
7667.0   2.0060    2.0060    1.4534    0.0000    0.0577
7668.0   2.0056    2.0056    1.4077    0.0000    0.0559
7669.0   2.0050    2.0050    1.5756    0.0000    0.0625
7670.0   2.0044    2.0044    1.3775    0.0000    0.0547
7671.0   2.0042    2.0042    1.3676    0.0000    0.0543
7672.0   2.0043    2.0043    1.8784    0.0000    0.0746
7673.0   2.0046    2.0046    1.3553    0.0000    0.0538
7674.0   2.0054    2.0054    1.4592    0.0000    0.0579
7675.0   2.0060    2.0060    1.5670    0.0000    0.0622
7676.0   2.0061    2.0061    1.3733    0.0000    0.0545
7677.0   2.0059    2.0059    1.4285    0.0000    0.0567
7678.0   2.0053    2.0053    1.6075    0.0000    0.0638
7679.0   2.0046    2.0046    1.3488    0.0000    0.0535
7680.0   2.0042    2.0042    1.5102    0.0000    0.0600
7681.0   2.0042    2.0042    1.6131    0.0000    0.0640
7682.0   2.0045    2.0045    1.3789    0.0000    0.0547
7683.0   2.0051    2.0051    1.4576    0.0000    0.0578
7684.0   2.0057    2.0057    1.5822    0.0000    0.0628
7685.0   2.0060    2.0060    1.2876    0.0000    0.0511
7686.0   2.0061    2.0061    1.4970    0.0000    0.0594
7687.0   2.0056    2.0056    1.7537    0.0000    0.0696
7688.0   2.0049    2.0049    1.4101    0.0000    0.0560
7689.0   2.0043    2.0043    1.4333    0.0000    0.0569
7690.0   2.0041    2.0041    1.6448    0.0000    0.0653
7691.0   2.0043    2.0043    1.4471    0.0000    0.0575
7692.0   2.0049    2.0049    1.5491    0.0000    0.0615
7693.0   2.0055    2.0055    1.5785    0.0000    0.0626
7694.0   2.0059    2.0059    1.4712    0.0000    0.0584
7695.0   2.0061    2.0061    1.5556    0.0000    0.0617
7696.0   2.0058    2.0058    1.5619    0.0000    0.0620
7697.0   2.0053    2.0053    1.3268    0.0000    0.0527
7698.0   2.0046    2.0046    1.6128    0.0000    0.0640
7699.0   2.0041    2.0041    1.5195    0.0000    0.0603
7700.0   2.0041    2.0041    1.3632    0.0000    0.0541
7701.0   2.0046    2.0046    1.4959    0.0000    0.0594
7702.0   2.0052    2.0052    1.5712    0.0000    0.0624
7703.0   2.0058    2.0058    1.4607    0.0000    0.0580
7704.0   2.0061    2.0061    1.6436    0.0000    0.0652
7705.0   2.0059    2.0059    1.4236    0.0000    0.0565
7706.0   2.0055    2.0055    1.4777    0.0000    0.0586
7707.0   2.0049    2.0049    1.6125    0.0000    0.0640
7708.0   2.0043    2.0043    1.2938    0.0000    0.0514
7709.0   2.0042    2.0042    1.4372    0.0000    0.0571
7710.0   2.0043    2.0043    1.5697    0.0000    0.0623
7711.0   2.0048    2.0048    1.4949    0.0000    0.0593
7712.0   2.0055    2.0055    1.5605    0.0000    0.0619
7713.0   2.0060    2.0060    1.6260    0.0000    0.0645
7714.0   2.0061    2.0061    1.4020    0.0000    0.0556
7715.0   2.0058    2.0058    1.6044    0.0000    0.0637
7716.0   2.0051    2.0051    1.5144    0.0000    0.0601
7717.0   2.0044    2.0044    1.3233    0.0000    0.0525
7718.0   2.0042    2.0042    1.5241    0.0000    0.0605
7719.0   2.0042    2.0042    1.5903    0.0000    0.0631
7720.0   2.0046    2.0046    1.4827    0.0000    0.0589
7721.0   2.0053    2.0053    1.4888    0.0000    0.0591
7722.0   2.0058    2.0058    1.5938    0.0000    0.0632
7723.0   2.0061    2.0061    1.3139    0.0000    0.0521
7724.0   2.0060    2.0060    1.4474    0.0000    0.0574
7725.0   2.0054    2.0054    1.6910    0.0000    0.0671
7726.0   2.0047    2.0047    1.3183    0.0000    0.0523
7727.0   2.0042    2.0042    1.4921    0.0000    0.0592
7728.0   2.0041    2.0041    1.6246    0.0000    0.0645
7729.0   2.0044    2.0044    1.4123    0.0000    0.0561
7730.0   2.0050    2.0050    1.4974    0.0000    0.0594
7731.0   2.0056    2.0056    1.7121    0.0000    0.0679
7732.0   2.0060    2.0060    1.3545    0.0000    0.0537
7733.0   2.0060    2.0060    1.5450    0.0000    0.0613
7734.0   2.0057    2.0057    1.5656    0.0000    0.0621
7735.0   2.0051    2.0051    1.3562    0.0000    0.0538
7736.0   2.0045    2.0045    1.5561    0.0000    0.0618
7737.0   2.0041    2.0041    1.6731    0.0000    0.0664
7738.0   2.0042    2.0042    1.2908    0.0000    0.0513
7739.0   2.0047    2.0047    1.5974    0.0000    0.0634
7740.0   2.0054    2.0054    1.5407    0.0000    0.0611
7741.0   2.0059    2.0059    1.4299    0.0000    0.0567
7742.0   2.0061    2.0061    1.5592    0.0000    0.0618
7743.0   2.0058    2.0058    1.5733    0.0000    0.0624
7744.0   2.0053    2.0053    1.4208    0.0000    0.0564
7745.0   2.0047    2.0047    1.5820    0.0000    0.0628
7746.0   2.0042    2.0042    1.4869    0.0000    0.0590
7747.0   2.0041    2.0041    1.4195    0.0000    0.0564
7748.0   2.0044    2.0044    1.5499    0.0000    0.0615
7749.0   2.0050    2.0050    1.4462    0.0000    0.0574
7750.0   2.0057    2.0057    1.4292    0.0000    0.0567
7751.0   2.0061    2.0061    1.6851    0.0000    0.0668
7752.0   2.0060    2.0060    1.4222    0.0000    0.0564
7753.0   2.0056    2.0056    1.4400    0.0000    0.0571
7754.0   2.0049    2.0049    1.4762    0.0000    0.0586
7755.0   2.0043    2.0043    1.3548    0.0000    0.0538
7756.0   2.0042    2.0042    1.5205    0.0000    0.0604
7757.0   2.0043    2.0043    1.6940    0.0000    0.0673
7758.0   2.0047    2.0047    1.3889    0.0000    0.0551
7759.0   2.0054    2.0054    1.5178    0.0000    0.0602
7760.0   2.0059    2.0059    1.5851    0.0000    0.0629
7761.0   2.0061    2.0061    1.4413    0.0000    0.0572
7762.0   2.0059    2.0059    1.4470    0.0000    0.0574
7763.0   2.0052    2.0052    1.7191    0.0000    0.0682
7764.0   2.0045    2.0045    1.3978    0.0000    0.0555
7765.0   2.0041    2.0041    1.5441    0.0000    0.0613
7766.0   2.0041    2.0041    1.6769    0.0000    0.0666
7767.0   2.0045    2.0045    1.3881    0.0000    0.0551
7768.0   2.0052    2.0052    1.5928    0.0000    0.0632
7769.0   2.0057    2.0057    1.4740    0.0000    0.0585
7770.0   2.0060    2.0060    1.3732    0.0000    0.0545
7771.0   2.0060    2.0060    1.5129    0.0000    0.0600
7772.0   2.0055    2.0055    1.6583    0.0000    0.0658
7773.0   2.0049    2.0049    1.4619    0.0000    0.0580
7774.0   2.0043    2.0043    1.6249    0.0000    0.0645
7775.0   2.0040    2.0040    1.5010    0.0000    0.0596
7776.0   2.0043    2.0043    1.3013    0.0000    0.0517
7777.0   2.0049    2.0049    1.5372    0.0000    0.0610
7778.0   2.0055    2.0055    1.4560    0.0000    0.0578
7779.0   2.0060    2.0060    1.4253    0.0000    0.0565
7780.0   2.0060    2.0060    1.5815    0.0000    0.0627
7781.0   2.0056    2.0056    1.3912    0.0000    0.0552
7782.0   2.0051    2.0051    1.4207    0.0000    0.0564
7783.0   2.0046    2.0046    1.6369    0.0000    0.0650
7784.0   2.0041    2.0041    1.4747    0.0000    0.0586
7785.0   2.0042    2.0042    1.4021    0.0000    0.0557
7786.0   2.0045    2.0045    1.5993    0.0000    0.0635
7787.0   2.0051    2.0051    1.4377    0.0000    0.0571
7788.0   2.0058    2.0058    1.4330    0.0000    0.0569
7789.0   2.0061    2.0061    1.6777    0.0000    0.0665
7790.0   2.0059    2.0059    1.4332    0.0000    0.0569
7791.0   2.0054    2.0054    1.5057    0.0000    0.0597
7792.0   2.0047    2.0047    1.6485    0.0000    0.0654
7793.0   2.0042    2.0042    1.3326    0.0000    0.0529
7794.0   2.0041    2.0041    1.5799    0.0000    0.0627
7795.0   2.0044    2.0044    1.6076    0.0000    0.0638
7796.0   2.0049    2.0049    1.3826    0.0000    0.0549
7797.0   2.0055    2.0055    1.4483    0.0000    0.0575
7798.0   2.0060    2.0060    1.6520    0.0000    0.0655
7799.0   2.0060    2.0060    1.4036    0.0000    0.0557
7800.0   2.0057    2.0057    1.5227    0.0000    0.0604
7801.0   2.0050    2.0050    1.6864    0.0000    0.0669
7802.0   2.0044    2.0044    1.4158    0.0000    0.0562
7803.0   2.0041    2.0041    1.4655    0.0000    0.0582
7804.0   2.0042    2.0042    1.5988    0.0000    0.0635
7805.0   2.0047    2.0047    1.3900    0.0000    0.0552
7806.0   2.0053    2.0053    1.4916    0.0000    0.0592
7807.0   2.0058    2.0058    1.6096    0.0000    0.0639
7808.0   2.0060    2.0060    1.2869    0.0000    0.0511
7809.0   2.0058    2.0058    1.4475    0.0000    0.0574
7810.0   2.0053    2.0053    1.7368    0.0000    0.0689
7811.0   2.0047    2.0047    1.5141    0.0000    0.0601
7812.0   2.0042    2.0042    1.5306    0.0000    0.0608
7813.0   2.0040    2.0040    1.6719    0.0000    0.0664
7814.0   2.0044    2.0044    1.4470    0.0000    0.0574
7815.0   2.0050    2.0050    1.4599    0.0000    0.0579
7816.0   2.0057    2.0057    1.5186    0.0000    0.0603
7817.0   2.0060    2.0060    1.4866    0.0000    0.0590
7818.0   2.0059    2.0059    1.6037    0.0000    0.0636
7819.0   2.0055    2.0055    1.4671    0.0000    0.0582
7820.0   2.0049    2.0049    1.5117    0.0000    0.0600
7821.0   2.0044    2.0044    1.5351    0.0000    0.0609
7822.0   2.0041    2.0041    1.5894    0.0000    0.0631
7823.0   2.0042    2.0042    1.4267    0.0000    0.0566
7824.0   2.0047    2.0047    1.5367    0.0000    0.0610
7825.0   2.0053    2.0053    1.4939    0.0000    0.0593
7826.0   2.0059    2.0059    1.5153    0.0000    0.0601
7827.0   2.0061    2.0061    1.6110    0.0000    0.0639
7828.0   2.0057    2.0057    1.4093    0.0000    0.0559
7829.0   2.0052    2.0052    1.5429    0.0000    0.0612
7830.0   2.0045    2.0045    1.5185    0.0000    0.0603
7831.0   2.0042    2.0042    1.3763    0.0000    0.0546
7832.0   2.0042    2.0042    1.5597    0.0000    0.0619
7833.0   2.0045    2.0045    1.5559    0.0000    0.0618
7834.0   2.0050    2.0050    1.4503    0.0000    0.0576
7835.0   2.0057    2.0057    1.5214    0.0000    0.0604
7836.0   2.0060    2.0060    1.5163    0.0000    0.0602
7837.0   2.0060    2.0060    1.4142    0.0000    0.0561
7838.0   2.0055    2.0055    1.5108    0.0000    0.0599
7839.0   2.0048    2.0048    1.5176    0.0000    0.0602
7840.0   2.0042    2.0042    1.5242    0.0000    0.0605
7841.0   2.0040    2.0040    1.5183    0.0000    0.0603
7842.0   2.0043    2.0043    1.4999    0.0000    0.0596
7843.0   2.0048    2.0048    1.4169    0.0000    0.0562
7844.0   2.0055    2.0055    1.7207    0.0000    0.0683
7845.0   2.0059    2.0059    1.6479    0.0000    0.0654
7846.0   2.0060    2.0060    1.2534    0.0000    0.0497
7847.0   2.0057    2.0057    1.5004    0.0000    0.0595
7848.0   2.0051    2.0051    1.5067    0.0000    0.0598
7849.0   2.0045    2.0045    1.4170    0.0000    0.0563
7850.0   2.0041    2.0041    1.5745    0.0000    0.0625
7851.0   2.0041    2.0041    1.5575    0.0000    0.0618
7852.0   2.0045    2.0045    1.4466    0.0000    0.0574
7853.0   2.0052    2.0052    1.6107    0.0000    0.0639
7854.0   2.0058    2.0058    1.4832    0.0000    0.0588
7855.0   2.0060    2.0060    1.3381    0.0000    0.0531
7856.0   2.0058    2.0058    1.5239    0.0000    0.0605
7857.0   2.0053    2.0053    1.5243    0.0000    0.0605
7858.0   2.0048    2.0048    1.3489    0.0000    0.0535
7859.0   2.0043    2.0043    1.6812    0.0000    0.0668
7860.0   2.0041    2.0041    1.4758    0.0000    0.0586
7861.0   2.0043    2.0043    1.5014    0.0000    0.0596
7862.0   2.0048    2.0048    1.4777    0.0000    0.0587
7863.0   2.0055    2.0055    1.4634    0.0000    0.0581
7864.0   2.0060    2.0060    1.5234    0.0000    0.0604
7865.0   2.0060    2.0060    1.5357    0.0000    0.0609
7866.0   2.0056    2.0056    1.5229    0.0000    0.0604
7867.0   2.0050    2.0050    1.4675    0.0000    0.0582
7868.0   2.0044    2.0044    1.6511    0.0000    0.0656
7869.0   2.0041    2.0041    1.4028    0.0000    0.0557
7870.0   2.0042    2.0042    1.6353    0.0000    0.0649
7871.0   2.0046    2.0046    1.5406    0.0000    0.0612
7872.0   2.0052    2.0052    1.4692    0.0000    0.0583
7873.0   2.0058    2.0058    1.4819    0.0000    0.0588
7874.0   2.0060    2.0060    1.5737    0.0000    0.0624
7875.0   2.0058    2.0058    1.5040    0.0000    0.0597
7876.0   2.0053    2.0053    1.5319    0.0000    0.0608
7877.0   2.0046    2.0046    1.5399    0.0000    0.0611
7878.0   2.0041    2.0041    1.3929    0.0000    0.0553
7879.0   2.0041    2.0041    1.4981    0.0000    0.0595
7880.0   2.0044    2.0044    1.5143    0.0000    0.0601
7881.0   2.0050    2.0050    1.4072    0.0000    0.0559
7882.0   2.0056    2.0056    1.5844    0.0000    0.0629
7883.0   2.0059    2.0059    1.6791    0.0000    0.0666
7884.0   2.0059    2.0059    1.3762    0.0000    0.0546
7885.0   2.0056    2.0056    1.5079    0.0000    0.0598
7886.0   2.0050    2.0050    1.5673    0.0000    0.0622
7887.0   2.0043    2.0043    1.4232    0.0000    0.0565
7888.0   2.0040    2.0040    1.5287    0.0000    0.0607
7889.0   2.0041    2.0041    1.6171    0.0000    0.0642
7890.0   2.0047    2.0047    1.5327    0.0000    0.0608
7891.0   2.0054    2.0054    1.5983    0.0000    0.0634
7892.0   2.0059    2.0059    1.5764    0.0000    0.0625
7893.0   2.0060    2.0060    1.4184    0.0000    0.0563
7894.0   2.0057    2.0057    1.5629    0.0000    0.0620
7895.0   2.0052    2.0052    1.4667    0.0000    0.0582
7896.0   2.0046    2.0046    1.4775    0.0000    0.0587
7897.0   2.0042    2.0042    1.6329    0.0000    0.0648
7898.0   2.0041    2.0041    1.4851    0.0000    0.0590
7899.0   2.0044    2.0044    1.5146    0.0000    0.0601
7900.0   2.0050    2.0050    1.4594    0.0000    0.0579
7901.0   2.0056    2.0056    1.4516    0.0000    0.0576
7902.0   2.0060    2.0060    1.4510    0.0000    0.0576
7903.0   2.0059    2.0059    1.6104    0.0000    0.0639
7904.0   2.0054    2.0054    1.4750    0.0000    0.0585
7905.0   2.0048    2.0048    1.5459    0.0000    0.0614
7906.0   2.0043    2.0043    1.5708    0.0000    0.0624
7907.0   2.0041    2.0041    1.3678    0.0000    0.0543
7908.0   2.0043    2.0043    1.4646    0.0000    0.0581
7909.0   2.0047    2.0047    1.5631    0.0000    0.0620
7910.0   2.0053    2.0053    1.3764    0.0000    0.0546
7911.0   2.0059    2.0059    1.6426    0.0000    0.0652
7912.0   2.0060    2.0060    1.5568    0.0000    0.0618
7913.0   2.0057    2.0057    1.5206    0.0000    0.0603
7914.0   2.0051    2.0051    1.5908    0.0000    0.0631
7915.0   2.0044    2.0044    1.5505    0.0000    0.0616
7916.0   2.0040    2.0040    1.4253    0.0000    0.0566
7917.0   2.0041    2.0041    1.5067    0.0000    0.0598
7918.0   2.0045    2.0045    1.5842    0.0000    0.0629
7919.0   2.0051    2.0051    1.3841    0.0000    0.0549
7920.0   2.0057    2.0057    1.6315    0.0000    0.0647
7921.0   2.0059    2.0059    1.6987    0.0000    0.0674
7922.0   2.0058    2.0058    1.3190    0.0000    0.0523
7923.0   2.0054    2.0054    1.6274    0.0000    0.0646
7924.0   2.0048    2.0048    1.5387    0.0000    0.0611
7925.0   2.0042    2.0042    1.4251    0.0000    0.0566
7926.0   2.0040    2.0040    1.5184    0.0000    0.0603
7927.0   2.0042    2.0042    1.4826    0.0000    0.0589
7928.0   2.0048    2.0048    1.4629    0.0000    0.0581
7929.0   2.0055    2.0055    1.5381    0.0000    0.0610
7930.0   2.0059    2.0059    1.4974    0.0000    0.0594
7931.0   2.0059    2.0059    1.4571    0.0000    0.0578
7932.0   2.0056    2.0056    1.6909    0.0000    0.0671
7933.0   2.0050    2.0050    1.4054    0.0000    0.0558
7934.0   2.0045    2.0045    1.4305    0.0000    0.0568
7935.0   2.0041    2.0041    1.5128    0.0000    0.0601
7936.0   2.0041    2.0041    1.5011    0.0000    0.0596
7937.0   2.0045    2.0045    1.4532    0.0000    0.0577
7938.0   2.0052    2.0052    1.6334    0.0000    0.0648
7939.0   2.0057    2.0057    1.3173    0.0000    0.0523
7940.0   2.0060    2.0060    1.5308    0.0000    0.0607
7941.0   2.0058    2.0058    1.4903    0.0000    0.0591
7942.0   2.0052    2.0052    1.4474    0.0000    0.0574
7943.0   2.0046    2.0046    1.5806    0.0000    0.0627
7944.0   2.0042    2.0042    1.5694    0.0000    0.0623
7945.0   2.0041    2.0041    1.5213    0.0000    0.0604
7946.0   2.0044    2.0044    1.4586    0.0000    0.0579
7947.0   2.0049    2.0049    1.5899    0.0000    0.0631
7948.0   2.0055    2.0055    1.3683    0.0000    0.0543
7949.0   2.0059    2.0059    1.5147    0.0000    0.0601
7950.0   2.0059    2.0059    1.5039    0.0000    0.0597
7951.0   2.0056    2.0056    1.5320    0.0000    0.0608
7952.0   2.0049    2.0049    1.5993    0.0000    0.0635
7953.0   2.0043    2.0043    1.5312    0.0000    0.0608
7954.0   2.0040    2.0040    1.6380    0.0000    0.0650
7955.0   2.0042    2.0042    1.5215    0.0000    0.0604
7956.0   2.0047    2.0047    1.5551    0.0000    0.0617
7957.0   2.0052    2.0052    1.4476    0.0000    0.0574
7958.0   2.0057    2.0057    1.5750    0.0000    0.0625
7959.0   2.0059    2.0059    1.5942    0.0000    0.0632
7960.0   2.0058    2.0058    1.5230    0.0000    0.0604
7961.0   2.0052    2.0052    1.5214    0.0000    0.0604
7962.0   2.0046    2.0046    1.4967    0.0000    0.0594
7963.0   2.0041    2.0041    1.4415    0.0000    0.0572
7964.0   2.0040    2.0040    1.5573    0.0000    0.0618
7965.0   2.0044    2.0044    1.3873    0.0000    0.0551
7966.0   2.0050    2.0050    1.5268    0.0000    0.0606
7967.0   2.0056    2.0056    1.5971    0.0000    0.0634
7968.0   2.0059    2.0059    1.4850    0.0000    0.0589
7969.0   2.0058    2.0058    1.4285    0.0000    0.0567
7970.0   2.0054    2.0054    1.6663    0.0000    0.0661
7971.0   2.0048    2.0048    1.4434    0.0000    0.0573
7972.0   2.0043    2.0043    1.4609    0.0000    0.0580
7973.0   2.0041    2.0041    1.5827    0.0000    0.0628
7974.0   2.0041    2.0041    1.4194    0.0000    0.0564
7975.0   2.0047    2.0047    1.5883    0.0000    0.0631
7976.0   2.0053    2.0053    1.6266    0.0000    0.0645
7977.0   2.0058    2.0058    1.3258    0.0000    0.0526
7978.0   2.0060    2.0060    1.6111    0.0000    0.0639
7979.0   2.0057    2.0057    1.6201    0.0000    0.0643
7980.0   2.0050    2.0050    1.4040    0.0000    0.0557
7981.0   2.0045    2.0045    1.4345    0.0000    0.0569
7982.0   2.0041    2.0041    1.6794    0.0000    0.0667
7983.0   2.0041    2.0041    1.4520    0.0000    0.0577
7984.0   2.0045    2.0045    1.6392    0.0000    0.0651
7985.0   2.0050    2.0050    1.5693    0.0000    0.0623
7986.0   2.0056    2.0056    1.4255    0.0000    0.0566
7987.0   2.0060    2.0060    1.4826    0.0000    0.0588
7988.0   2.0059    2.0059    1.4728    0.0000    0.0584
7989.0   2.0054    2.0054    1.3890    0.0000    0.0551
7990.0   2.0047    2.0047    1.5780    0.0000    0.0626
7991.0   2.0042    2.0042    1.6270    0.0000    0.0646
7992.0   2.0040    2.0040    1.4270    0.0000    0.0567
7993.0   2.0043    2.0043    1.5498    0.0000    0.0615
7994.0   2.0048    2.0048    1.4979    0.0000    0.0595
7995.0   2.0054    2.0054    1.5069    0.0000    0.0598
7996.0   2.0058    2.0058    1.5130    0.0000    0.0600
7997.0   2.0059    2.0059    1.7575    0.0000    0.0697
7998.0   2.0056    2.0056    1.4053    0.0000    0.0558
7999.0   2.0051    2.0051    1.6077    0.0000    0.0638
8000.0   2.0044    2.0044    1.4670    0.0000    0.0582
8001.0   2.0040    2.0040    1.3796    0.0000    0.0548
8002.0   2.0041    2.0041    1.6775    0.0000    0.0666
8003.0   2.0045    2.0045    1.4848    0.0000    0.0589
8004.0   2.0052    2.0052    1.4509    0.0000    0.0576
8005.0   2.0057    2.0057    1.6041    0.0000    0.0636
8006.0   2.0059    2.0059    1.5135    0.0000    0.0600
8007.0   2.0057    2.0057    1.4482    0.0000    0.0575
8008.0   2.0053    2.0053    1.5276    0.0000    0.0606
8009.0   2.0047    2.0047    1.4406    0.0000    0.0572
8010.0   2.0042    2.0042    1.4215    0.0000    0.0564
8011.0   2.0040    2.0040    1.5051    0.0000    0.0598
8012.0   2.0042    2.0042    1.4377    0.0000    0.0571
8013.0   2.0048    2.0048    1.6022    0.0000    0.0636
8014.0   2.0055    2.0055    1.6018    0.0000    0.0636
8015.0   2.0059    2.0059    1.4457    0.0000    0.0574
8016.0   2.0059    2.0059    1.4300    0.0000    0.0567
8017.0   2.0055    2.0055    1.6321    0.0000    0.0648
8018.0   2.0048    2.0048    1.3273    0.0000    0.0527
8019.0   2.0043    2.0043    1.5349    0.0000    0.0609
8020.0   2.0041    2.0041    1.4746    0.0000    0.0586
8021.0   2.0042    2.0042    1.5359    0.0000    0.0610
8022.0   2.0046    2.0046    1.5445    0.0000    0.0613
8023.0   2.0052    2.0052    1.5816    0.0000    0.0628
8024.0   2.0057    2.0057    1.5222    0.0000    0.0604
8025.0   2.0060    2.0060    1.5697    0.0000    0.0623
8026.0   2.0058    2.0058    1.5105    0.0000    0.0599
8027.0   2.0052    2.0052    1.4093    0.0000    0.0559
8028.0   2.0045    2.0045    1.5887    0.0000    0.0631
8029.0   2.0041    2.0041    1.5956    0.0000    0.0634
8030.0   2.0040    2.0040    1.4078    0.0000    0.0559
8031.0   2.0044    2.0044    1.5298    0.0000    0.0607
8032.0   2.0049    2.0049    1.5300    0.0000    0.0607
8033.0   2.0055    2.0055    1.4152    0.0000    0.0562
8034.0   2.0059    2.0059    1.5822    0.0000    0.0628
8035.0   2.0058    2.0058    1.5067    0.0000    0.0598
8036.0   2.0055    2.0055    1.4754    0.0000    0.0585
8037.0   2.0049    2.0049    1.5605    0.0000    0.0619
8038.0   2.0042    2.0042    1.5368    0.0000    0.0610
8039.0   2.0040    2.0040    1.4333    0.0000    0.0569
8040.0   2.0041    2.0041    1.5588    0.0000    0.0619
8041.0   2.0047    2.0047    1.5247    0.0000    0.0605
8042.0   2.0053    2.0053    1.3800    0.0000    0.0548
8043.0   2.0058    2.0058    1.6491    0.0000    0.0654
8044.0   2.0058    2.0058    1.5076    0.0000    0.0598
8045.0   2.0056    2.0056    1.4322    0.0000    0.0568
8046.0   2.0051    2.0051    1.5858    0.0000    0.0629
8047.0   2.0045    2.0045    1.5469    0.0000    0.0614
8048.0   2.0041    2.0041    1.5011    0.0000    0.0596
8049.0   2.0040    2.0040    1.6965    0.0000    0.0674
8050.0   2.0043    2.0043    1.4245    0.0000    0.0566
8051.0   2.0050    2.0050    1.4625    0.0000    0.0580
8052.0   2.0056    2.0056    1.6669    0.0000    0.0661
8053.0   2.0059    2.0059    1.3405    0.0000    0.0532
8054.0   2.0059    2.0059    1.6503    0.0000    0.0655
8055.0   2.0053    2.0053    1.5679    0.0000    0.0622
8056.0   2.0047    2.0047    1.4397    0.0000    0.0571
8057.0   2.0042    2.0042    1.5437    0.0000    0.0613
8058.0   2.0040    2.0040    1.6028    0.0000    0.0636
8059.0   2.0042    2.0042    1.4259    0.0000    0.0566
8060.0   2.0047    2.0047    1.4739    0.0000    0.0585
8061.0   2.0053    2.0053    1.6339    0.0000    0.0648
8062.0   2.0058    2.0058    1.3993    0.0000    0.0555
8063.0   2.0060    2.0060    1.5780    0.0000    0.0626
8064.0   2.0056    2.0056    1.5430    0.0000    0.0612
8065.0   2.0050    2.0050    1.3107    0.0000    0.0520
