#1000 pts per wavenumber up to wavenumber=2000
#100 pts per wavenumber after wavenumber=2000
#x   qext   qsca   qback   gsca   p180
2012.0   2.0095    2.0095    1.6541    0.0000    0.0655
2013.0   2.0111    2.0111    1.5051    0.0000    0.0596
2014.0   2.0137    2.0137    1.6872    0.0000    0.0667
2015.0   2.0157    2.0157    1.4878    0.0000    0.0587
2016.0   2.0162    2.0162    1.3933    0.0000    0.0550
2017.0   2.0153    2.0153    1.5329    0.0000    0.0605
2018.0   2.0131    2.0131    1.7584    0.0000    0.0695
2019.0   2.0103    2.0103    1.4081    0.0000    0.0557
2020.0   2.0088    2.0088    1.5786    0.0000    0.0625
2021.0   2.0089    2.0089    1.5976    0.0000    0.0633
2022.0   2.0102    2.0102    1.6419    0.0000    0.0650
2023.0   2.0127    2.0127    1.6257    0.0000    0.0643
2024.0   2.0149    2.0149    1.7715    0.0000    0.0700
2025.0   2.0160    2.0160    1.4868    0.0000    0.0587
2026.0   2.0158    2.0158    1.4955    0.0000    0.0590
2027.0   2.0141    2.0141    1.4712    0.0000    0.0581
2028.0   2.0115    2.0115    1.5196    0.0000    0.0601
2029.0   2.0094    2.0094    1.5932    0.0000    0.0631
2030.0   2.0086    2.0086    1.4978    0.0000    0.0593
2031.0   2.0093    2.0093    1.5272    0.0000    0.0605
2032.0   2.0117    2.0117    1.4829    0.0000    0.0587
2033.0   2.0141    2.0141    1.8302    0.0000    0.0723
2034.0   2.0157    2.0157    1.3422    0.0000    0.0530
2035.0   2.0161    2.0161    1.7064    0.0000    0.0674
2036.0   2.0148    2.0148    1.5076    0.0000    0.0595
2037.0   2.0125    2.0125    1.6091    0.0000    0.0636
2038.0   2.0103    2.0103    1.6937    0.0000    0.0670
2039.0   2.0088    2.0088    1.6881    0.0000    0.0669
2040.0   2.0088    2.0088    1.4346    0.0000    0.0568
2041.0   2.0105    2.0105    1.4891    0.0000    0.0589
2042.0   2.0128    2.0128    1.4522    0.0000    0.0574
2043.0   2.0151    2.0151    1.4619    0.0000    0.0577
2044.0   2.0163    2.0163    1.7498    0.0000    0.0691
2045.0   2.0154    2.0154    1.4095    0.0000    0.0557
2046.0   2.0135    2.0135    1.4238    0.0000    0.0563
2047.0   2.0111    2.0111    1.6815    0.0000    0.0665
2048.0   2.0092    2.0092    1.6790    0.0000    0.0665
2049.0   2.0086    2.0086    1.5970    0.0000    0.0633
2050.0   2.0097    2.0097    1.5949    0.0000    0.0632
2051.0   2.0116    2.0116    1.5175    0.0000    0.0600
2052.0   2.0141    2.0141    1.5949    0.0000    0.0630
2053.0   2.0159    2.0159    1.6412    0.0000    0.0648
2054.0   2.0159    2.0159    1.5425    0.0000    0.0609
2055.0   2.0145    2.0145    1.4570    0.0000    0.0576
2056.0   2.0122    2.0122    1.5001    0.0000    0.0593
2057.0   2.0097    2.0097    1.4787    0.0000    0.0586
2058.0   2.0086    2.0086    1.6900    0.0000    0.0670
2059.0   2.0091    2.0091    1.5507    0.0000    0.0614
2060.0   2.0107    2.0107    1.5054    0.0000    0.0596
2061.0   2.0132    2.0132    1.4270    0.0000    0.0564
2062.0   2.0152    2.0152    1.7385    0.0000    0.0687
2063.0   2.0158    2.0158    1.5663    0.0000    0.0618
2064.0   2.0153    2.0153    1.6948    0.0000    0.0669
2065.0   2.0133    2.0133    1.6841    0.0000    0.0666
2066.0   2.0107    2.0107    1.6007    0.0000    0.0634
2067.0   2.0089    2.0089    1.4787    0.0000    0.0586
2068.0   2.0085    2.0085    1.6832    0.0000    0.0667
2069.0   2.0097    2.0097    1.4610    0.0000    0.0579
2070.0   2.0122    2.0122    1.5689    0.0000    0.0620
2071.0   2.0144    2.0144    1.4783    0.0000    0.0584
2072.0   2.0157    2.0157    1.2523    0.0000    0.0494
2073.0   2.0157    2.0157    1.9178    0.0000    0.0757
2074.0   2.0141    2.0141    1.4296    0.0000    0.0565
2075.0   2.0117    2.0117    1.5487    0.0000    0.0613
2076.0   2.0097    2.0097    1.4246    0.0000    0.0564
2077.0   2.0085    2.0085    1.7756    0.0000    0.0703
2078.0   2.0089    2.0089    1.5132    0.0000    0.0599
2079.0   2.0110    2.0110    1.7911    0.0000    0.0709
2080.0   2.0134    2.0134    1.4453    0.0000    0.0571
2081.0   2.0153    2.0153    1.4948    0.0000    0.0590
2082.0   2.0160    2.0160    1.6459    0.0000    0.0650
2083.0   2.0148    2.0148    1.5754    0.0000    0.0622
2084.0   2.0126    2.0126    1.4071    0.0000    0.0556
2085.0   2.0104    2.0104    1.4444    0.0000    0.0572
2086.0   2.0088    2.0088    1.4727    0.0000    0.0583
2087.0   2.0087    2.0087    1.3869    0.0000    0.0549
2088.0   2.0101    2.0101    1.7302    0.0000    0.0685
2089.0   2.0121    2.0121    1.4369    0.0000    0.0568
2090.0   2.0145    2.0145    1.5378    0.0000    0.0607
2091.0   2.0159    2.0159    1.6213    0.0000    0.0640
2092.0   2.0155    2.0155    1.7328    0.0000    0.0684
2093.0   2.0138    2.0138    1.6736    0.0000    0.0661
2094.0   2.0113    2.0113    1.6761    0.0000    0.0663
2095.0   2.0091    2.0091    1.3458    0.0000    0.0533
2096.0   2.0085    2.0085    1.6144    0.0000    0.0640
2097.0   2.0093    2.0093    1.6143    0.0000    0.0639
2098.0   2.0112    2.0112    1.4162    0.0000    0.0560
2099.0   2.0136    2.0136    1.4664    0.0000    0.0580
2100.0   2.0153    2.0153    1.4848    0.0000    0.0586
2101.0   2.0156    2.0156    1.3497    0.0000    0.0533
2102.0   2.0147    2.0147    1.6380    0.0000    0.0647
2103.0   2.0124    2.0124    1.6552    0.0000    0.0655
2104.0   2.0100    2.0100    1.4969    0.0000    0.0593
2105.0   2.0086    2.0086    1.5458    0.0000    0.0612
2106.0   2.0086    2.0086    1.5470    0.0000    0.0613
2107.0   2.0102    2.0102    1.5619    0.0000    0.0618
2108.0   2.0127    2.0127    1.9661    0.0000    0.0777
2109.0   2.0148    2.0148    1.6344    0.0000    0.0646
2110.0   2.0156    2.0156    1.4656    0.0000    0.0579
2111.0   2.0152    2.0152    1.5223    0.0000    0.0601
2112.0   2.0133    2.0133    1.5910    0.0000    0.0629
2113.0   2.0110    2.0110    1.4228    0.0000    0.0563
2114.0   2.0093    2.0093    1.4174    0.0000    0.0561
2115.0   2.0084    2.0084    1.5127    0.0000    0.0599
2116.0   2.0092    2.0092    1.3716    0.0000    0.0543
2117.0   2.0115    2.0115    1.7716    0.0000    0.0701
2118.0   2.0138    2.0138    1.5421    0.0000    0.0609
2119.0   2.0155    2.0155    1.6687    0.0000    0.0659
2120.0   2.0157    2.0157    1.4807    0.0000    0.0585
2121.0   2.0141    2.0141    1.5970    0.0000    0.0631
2122.0   2.0118    2.0118    1.4690    0.0000    0.0581
2123.0   2.0099    2.0099    1.9276    0.0000    0.0763
2124.0   2.0085    2.0085    1.4071    0.0000    0.0557
2125.0   2.0088    2.0088    1.3745    0.0000    0.0544
2126.0   2.0105    2.0105    1.6551    0.0000    0.0655
2127.0   2.0126    2.0126    1.4371    0.0000    0.0568
2128.0   2.0148    2.0148    1.4609    0.0000    0.0577
2129.0   2.0158    2.0158    1.4081    0.0000    0.0556
2130.0   2.0149    2.0149    1.4998    0.0000    0.0592
2131.0   2.0129    2.0129    1.4713    0.0000    0.0582
2132.0   2.0106    2.0106    1.7488    0.0000    0.0692
2133.0   2.0087    2.0087    1.4062    0.0000    0.0557
2134.0   2.0085    2.0085    1.6775    0.0000    0.0665
2135.0   2.0097    2.0097    1.5915    0.0000    0.0630
2136.0   2.0117    2.0117    1.5968    0.0000    0.0632
2137.0   2.0140    2.0140    1.6099    0.0000    0.0636
2138.0   2.0153    2.0153    1.7351    0.0000    0.0685
2139.0   2.0152    2.0152    1.3802    0.0000    0.0545
2140.0   2.0140    2.0140    1.4262    0.0000    0.0564
2141.0   2.0117    2.0117    1.5163    0.0000    0.0600
2142.0   2.0093    2.0093    1.4777    0.0000    0.0585
2143.0   2.0084    2.0084    1.4179    0.0000    0.0562
2144.0   2.0089    2.0089    1.4117    0.0000    0.0559
2145.0   2.0106    2.0106    1.4999    0.0000    0.0594
2146.0   2.0132    2.0132    1.5541    0.0000    0.0614
2147.0   2.0149    2.0149    1.6758    0.0000    0.0662
2148.0   2.0154    2.0154    1.3663    0.0000    0.0539
2149.0   2.0146    2.0146    1.6532    0.0000    0.0653
2150.0   2.0126    2.0126    1.5721    0.0000    0.0622
2151.0   2.0103    2.0103    1.4798    0.0000    0.0586
2152.0   2.0088    2.0088    1.6406    0.0000    0.0650
2153.0   2.0084    2.0084    1.6236    0.0000    0.0643
2154.0   2.0096    2.0096    1.4815    0.0000    0.0587
2155.0   2.0120    2.0120    1.3911    0.0000    0.0550
2156.0   2.0142    2.0142    1.5579    0.0000    0.0616
2157.0   2.0154    2.0154    1.5354    0.0000    0.0606
2158.0   2.0152    2.0152    1.4889    0.0000    0.0588
2159.0   2.0134    2.0134    1.4016    0.0000    0.0554
2160.0   2.0111    2.0111    1.4003    0.0000    0.0554
2161.0   2.0093    2.0093    1.7684    0.0000    0.0700
2162.0   2.0084    2.0084    1.4565    0.0000    0.0577
2163.0   2.0091    2.0091    1.5845    0.0000    0.0628
2164.0   2.0109    2.0109    1.6244    0.0000    0.0643
2165.0   2.0130    2.0130    1.5210    0.0000    0.0601
2166.0   2.0150    2.0150    1.4669    0.0000    0.0579
2167.0   2.0156    2.0156    1.6836    0.0000    0.0665
2168.0   2.0143    2.0143    1.4280    0.0000    0.0564
2169.0   2.0122    2.0122    1.3933    0.0000    0.0551
2170.0   2.0099    2.0099    1.5416    0.0000    0.0610
2171.0   2.0083    2.0083    1.3649    0.0000    0.0541
2172.0   2.0086    2.0086    1.6692    0.0000    0.0661
2173.0   2.0101    2.0101    1.4833    0.0000    0.0587
2174.0   2.0121    2.0121    1.4334    0.0000    0.0567
2175.0   2.0143    2.0143    1.5394    0.0000    0.0608
2176.0   2.0153    2.0153    1.7403    0.0000    0.0687
2177.0   2.0148    2.0148    1.4516    0.0000    0.0573
2178.0   2.0133    2.0133    1.6091    0.0000    0.0636
2179.0   2.0109    2.0109    1.5056    0.0000    0.0596
2180.0   2.0088    2.0088    1.5304    0.0000    0.0606
2181.0   2.0083    2.0083    1.4299    0.0000    0.0567
2182.0   2.0092    2.0092    1.5964    0.0000    0.0632
2183.0   2.0111    2.0111    1.3811    0.0000    0.0546
2184.0   2.0136    2.0136    1.4254    0.0000    0.0563
2185.0   2.0150    2.0150    1.4616    0.0000    0.0577
2186.0   2.0151    2.0151    1.3532    0.0000    0.0534
2187.0   2.0140    2.0140    1.7175    0.0000    0.0679
2188.0   2.0119    2.0119    1.4648    0.0000    0.0579
2189.0   2.0097    2.0097    1.5211    0.0000    0.0602
2190.0   2.0085    2.0085    1.5251    0.0000    0.0604
2191.0   2.0085    2.0085    1.8193    0.0000    0.0721
2192.0   2.0100    2.0100    1.3314    0.0000    0.0527
2193.0   2.0126    2.0126    1.7050    0.0000    0.0674
2194.0   2.0145    2.0145    1.4695    0.0000    0.0580
2195.0   2.0153    2.0153    1.4216    0.0000    0.0561
2196.0   2.0147    2.0147    1.6413    0.0000    0.0648
2197.0   2.0126    2.0126    1.4661    0.0000    0.0580
2198.0   2.0104    2.0104    1.4427    0.0000    0.0571
2199.0   2.0089    2.0089    1.4284    0.0000    0.0566
2200.0   2.0083    2.0083    1.4590    0.0000    0.0578
2201.0   2.0093    2.0093    1.4223    0.0000    0.0563
2202.0   2.0114    2.0114    1.7536    0.0000    0.0694
2203.0   2.0135    2.0135    1.4169    0.0000    0.0560
2204.0   2.0150    2.0150    1.4432    0.0000    0.0570
2205.0   2.0152    2.0152    1.6240    0.0000    0.0641
2206.0   2.0136    2.0136    1.6386    0.0000    0.0648
2207.0   2.0114    2.0114    1.5997    0.0000    0.0633
2208.0   2.0093    2.0093    1.5089    0.0000    0.0598
2209.0   2.0082    2.0082    1.3910    0.0000    0.0551
2210.0   2.0088    2.0088    1.5025    0.0000    0.0595
2211.0   2.0105    2.0105    1.5740    0.0000    0.0623
2212.0   2.0125    2.0125    1.4040    0.0000    0.0555
2213.0   2.0145    2.0145    1.3425    0.0000    0.0530
2214.0   2.0152    2.0152    1.4961    0.0000    0.0591
2215.0   2.0143    2.0143    1.5057    0.0000    0.0595
2216.0   2.0126    2.0126    1.6538    0.0000    0.0654
2217.0   2.0102    2.0102    1.6600    0.0000    0.0657
2218.0   2.0083    2.0083    1.3627    0.0000    0.0540
2219.0   2.0083    2.0083    1.4668    0.0000    0.0581
2220.0   2.0095    2.0095    1.6280    0.0000    0.0645
2221.0   2.0117    2.0117    1.5286    0.0000    0.0605
2222.0   2.0140    2.0140    1.7388    0.0000    0.0687
2223.0   2.0150    2.0150    1.4631    0.0000    0.0578
2224.0   2.0147    2.0147    1.3622    0.0000    0.0538
2225.0   2.0134    2.0134    1.5900    0.0000    0.0628
2226.0   2.0111    2.0111    1.4602    0.0000    0.0578
2227.0   2.0090    2.0090    1.3598    0.0000    0.0539
2228.0   2.0083    2.0083    1.5246    0.0000    0.0604
2229.0   2.0087    2.0087    1.4462    0.0000    0.0573
2230.0   2.0105    2.0105    1.3360    0.0000    0.0529
2231.0   2.0130    2.0130    1.7808    0.0000    0.0704
2232.0   2.0147    2.0147    1.5293    0.0000    0.0604
2233.0   2.0150    2.0150    1.5566    0.0000    0.0615
2234.0   2.0141    2.0141    1.4636    0.0000    0.0578
2235.0   2.0119    2.0119    1.6733    0.0000    0.0662
2236.0   2.0098    2.0098    1.5339    0.0000    0.0607
2237.0   2.0086    2.0086    1.5499    0.0000    0.0614
2238.0   2.0084    2.0084    1.3704    0.0000    0.0543
2239.0   2.0096    2.0096    1.3687    0.0000    0.0542
2240.0   2.0119    2.0119    1.5946    0.0000    0.0631
2241.0   2.0138    2.0138    1.3829    0.0000    0.0546
2242.0   2.0151    2.0151    1.4415    0.0000    0.0569
2243.0   2.0148    2.0148    1.4562    0.0000    0.0575
2244.0   2.0129    2.0129    1.5289    0.0000    0.0604
2245.0   2.0106    2.0106    1.3451    0.0000    0.0532
2246.0   2.0089    2.0089    1.7409    0.0000    0.0690
2247.0   2.0081    2.0081    1.3969    0.0000    0.0554
2248.0   2.0091    2.0091    1.4709    0.0000    0.0583
2249.0   2.0110    2.0110    1.6443    0.0000    0.0651
2250.0   2.0130    2.0130    1.5439    0.0000    0.0610
2251.0   2.0146    2.0146    1.5398    0.0000    0.0608
2252.0   2.0149    2.0149    1.5590    0.0000    0.0616
2253.0   2.0137    2.0137    1.2471    0.0000    0.0493
2254.0   2.0118    2.0118    1.5001    0.0000    0.0593
2255.0   2.0096    2.0096    1.6151    0.0000    0.0640
2256.0   2.0081    2.0081    1.3342    0.0000    0.0529
2257.0   2.0085    2.0085    1.5508    0.0000    0.0614
2258.0   2.0100    2.0100    1.3993    0.0000    0.0554
2259.0   2.0121    2.0121    1.4689    0.0000    0.0581
2260.0   2.0141    2.0141    1.5696    0.0000    0.0620
2261.0   2.0149    2.0149    1.7454    0.0000    0.0689
2262.0   2.0142    2.0142    1.4129    0.0000    0.0558
2263.0   2.0127    2.0127    1.5320    0.0000    0.0606
2264.0   2.0104    2.0104    1.4476    0.0000    0.0573
2265.0   2.0086    2.0086    1.5712    0.0000    0.0622
2266.0   2.0082    2.0082    1.5053    0.0000    0.0596
2267.0   2.0090    2.0090    1.4500    0.0000    0.0574
2268.0   2.0110    2.0110    1.3354    0.0000    0.0528
2269.0   2.0135    2.0135    1.4958    0.0000    0.0591
2270.0   2.0147    2.0147    1.5937    0.0000    0.0629
2271.0   2.0147    2.0147    1.3750    0.0000    0.0543
2272.0   2.0134    2.0134    1.5018    0.0000    0.0594
2273.0   2.0111    2.0111    1.5165    0.0000    0.0600
2274.0   2.0092    2.0092    1.3957    0.0000    0.0553
2275.0   2.0084    2.0084    1.7420    0.0000    0.0690
2276.0   2.0085    2.0085    1.5441    0.0000    0.0612
2277.0   2.0101    2.0101    1.5202    0.0000    0.0602
2278.0   2.0124    2.0124    1.5389    0.0000    0.0609
2279.0   2.0140    2.0140    1.4028    0.0000    0.0554
2280.0   2.0149    2.0149    1.4381    0.0000    0.0568
2281.0   2.0142    2.0142    1.5899    0.0000    0.0628
2282.0   2.0121    2.0121    1.4369    0.0000    0.0568
2283.0   2.0099    2.0099    1.3223    0.0000    0.0524
2284.0   2.0085    2.0085    1.5999    0.0000    0.0634
2285.0   2.0081    2.0081    1.2888    0.0000    0.0511
2286.0   2.0094    2.0094    1.6350    0.0000    0.0647
2287.0   2.0114    2.0114    1.4880    0.0000    0.0589
2288.0   2.0132    2.0132    1.5181    0.0000    0.0600
2289.0   2.0147    2.0147    1.5622    0.0000    0.0617
2290.0   2.0147    2.0147    1.6596    0.0000    0.0656
2291.0   2.0131    2.0131    1.3974    0.0000    0.0552
2292.0   2.0110    2.0110    1.5440    0.0000    0.0611
2293.0   2.0090    2.0090    1.6031    0.0000    0.0635
2294.0   2.0079    2.0079    1.3340    0.0000    0.0529
2295.0   2.0087    2.0087    1.5441    0.0000    0.0612
2296.0   2.0105    2.0105    1.5745    0.0000    0.0623
2297.0   2.0125    2.0125    1.3469    0.0000    0.0533
2298.0   2.0144    2.0144    1.3355    0.0000    0.0528
2299.0   2.0147    2.0147    1.6197    0.0000    0.0640
2300.0   2.0136    2.0136    1.3259    0.0000    0.0524
2301.0   2.0120    2.0120    1.6537    0.0000    0.0654
2302.0   2.0098    2.0098    1.4351    0.0000    0.0568
2303.0   2.0082    2.0082    1.5500    0.0000    0.0614
2304.0   2.0082    2.0082    1.4846    0.0000    0.0588
2305.0   2.0094    2.0094    1.6819    0.0000    0.0666
2306.0   2.0115    2.0115    1.2639    0.0000    0.0500
2307.0   2.0138    2.0138    1.6187    0.0000    0.0640
2308.0   2.0147    2.0147    1.4455    0.0000    0.0571
2309.0   2.0142    2.0142    1.3858    0.0000    0.0548
2310.0   2.0128    2.0128    1.5552    0.0000    0.0615
2311.0   2.0105    2.0105    1.3964    0.0000    0.0553
2312.0   2.0088    2.0088    1.2932    0.0000    0.0512
2313.0   2.0082    2.0082    1.4568    0.0000    0.0577
2314.0   2.0087    2.0087    1.5730    0.0000    0.0623
2315.0   2.0105    2.0105    1.4442    0.0000    0.0572
2316.0   2.0128    2.0128    1.5789    0.0000    0.0624
2317.0   2.0143    2.0143    1.4207    0.0000    0.0561
2318.0   2.0147    2.0147    1.5180    0.0000    0.0600
2319.0   2.0136    2.0136    1.6284    0.0000    0.0644
2320.0   2.0113    2.0113    1.5025    0.0000    0.0594
2321.0   2.0093    2.0093    1.3923    0.0000    0.0551
2322.0   2.0082    2.0082    1.5803    0.0000    0.0626
2323.0   2.0083    2.0083    1.3547    0.0000    0.0537
2324.0   2.0098    2.0098    1.4362    0.0000    0.0569
2325.0   2.0119    2.0119    1.4885    0.0000    0.0589
2326.0   2.0135    2.0135    1.4424    0.0000    0.0570
2327.0   2.0146    2.0146    1.3182    0.0000    0.0521
2328.0   2.0142    2.0142    1.4859    0.0000    0.0587
2329.0   2.0124    2.0124    1.3997    0.0000    0.0554
2330.0   2.0103    2.0103    1.6511    0.0000    0.0654
2331.0   2.0085    2.0085    1.5373    0.0000    0.0609
2332.0   2.0078    2.0078    1.3466    0.0000    0.0534
2333.0   2.0090    2.0090    1.5056    0.0000    0.0596
2334.0   2.0110    2.0110    1.7494    0.0000    0.0692
2335.0   2.0129    2.0129    1.3936    0.0000    0.0551
2336.0   2.0144    2.0144    1.4283    0.0000    0.0564
2337.0   2.0144    2.0144    1.4595    0.0000    0.0577
2338.0   2.0131    2.0131    1.3021    0.0000    0.0515
2339.0   2.0113    2.0113    1.4709    0.0000    0.0582
2340.0   2.0092    2.0092    1.4506    0.0000    0.0575
2341.0   2.0079    2.0079    1.4434    0.0000    0.0572
2342.0   2.0084    2.0084    1.3815    0.0000    0.0547
2343.0   2.0098    2.0098    1.5339    0.0000    0.0607
2344.0   2.0120    2.0120    1.2851    0.0000    0.0508
2345.0   2.0141    2.0141    1.8202    0.0000    0.0719
2346.0   2.0146    2.0146    1.3559    0.0000    0.0536
2347.0   2.0137    2.0137    1.5672    0.0000    0.0619
2348.0   2.0120    2.0120    1.4684    0.0000    0.0581
2349.0   2.0098    2.0098    1.6644    0.0000    0.0659
2350.0   2.0083    2.0083    1.2960    0.0000    0.0514
2351.0   2.0082    2.0082    1.4725    0.0000    0.0583
2352.0   2.0090    2.0090    1.3762    0.0000    0.0545
2353.0   2.0109    2.0109    1.3694    0.0000    0.0542
2354.0   2.0132    2.0132    1.6342    0.0000    0.0646
2355.0   2.0143    2.0143    1.2895    0.0000    0.0509
2356.0   2.0143    2.0143    1.4850    0.0000    0.0587
2357.0   2.0130    2.0130    1.4835    0.0000    0.0586
2358.0   2.0106    2.0106    1.4421    0.0000    0.0571
2359.0   2.0088    2.0088    1.4050    0.0000    0.0557
2360.0   2.0081    2.0081    1.8130    0.0000    0.0718
2361.0   2.0085    2.0085    1.4016    0.0000    0.0555
2362.0   2.0102    2.0102    1.4372    0.0000    0.0569
2363.0   2.0123    2.0123    1.5980    0.0000    0.0632
2364.0   2.0138    2.0138    1.5342    0.0000    0.0606
2365.0   2.0145    2.0145    1.2963    0.0000    0.0512
2366.0   2.0137    2.0137    1.4322    0.0000    0.0566
2367.0   2.0117    2.0117    1.2921    0.0000    0.0511
2368.0   2.0096    2.0096    1.4161    0.0000    0.0561
2369.0   2.0082    2.0082    1.5497    0.0000    0.0614
2370.0   2.0079    2.0079    1.3151    0.0000    0.0521
2371.0   2.0094    2.0094    1.4449    0.0000    0.0572
2372.0   2.0115    2.0115    1.4811    0.0000    0.0586
2373.0   2.0132    2.0132    1.3728    0.0000    0.0543
2374.0   2.0144    2.0144    1.7160    0.0000    0.0678
2375.0   2.0140    2.0140    1.6800    0.0000    0.0664
2376.0   2.0124    2.0124    1.3066    0.0000    0.0517
2377.0   2.0106    2.0106    1.4331    0.0000    0.0567
2378.0   2.0087    2.0087    1.5789    0.0000    0.0625
2379.0   2.0078    2.0078    1.4221    0.0000    0.0564
2380.0   2.0086    2.0086    1.4947    0.0000    0.0592
2381.0   2.0103    2.0103    1.3618    0.0000    0.0539
2382.0   2.0124    2.0124    1.2970    0.0000    0.0513
2383.0   2.0142    2.0142    1.5777    0.0000    0.0623
2384.0   2.0143    2.0143    1.4202    0.0000    0.0561
2385.0   2.0132    2.0132    1.3687    0.0000    0.0541
2386.0   2.0114    2.0114    1.4390    0.0000    0.0569
2387.0   2.0093    2.0093    1.6461    0.0000    0.0652
2388.0   2.0081    2.0081    1.3325    0.0000    0.0528
2389.0   2.0083    2.0083    1.7279    0.0000    0.0685
2390.0   2.0093    2.0093    1.4598    0.0000    0.0578
2391.0   2.0114    2.0114    1.4531    0.0000    0.0575
2392.0   2.0135    2.0135    1.4386    0.0000    0.0569
2393.0   2.0143    2.0143    1.4850    0.0000    0.0587
2394.0   2.0139    2.0139    1.4309    0.0000    0.0565
2395.0   2.0123    2.0123    1.4667    0.0000    0.0580
2396.0   2.0099    2.0099    1.3833    0.0000    0.0548
2397.0   2.0084    2.0084    1.3003    0.0000    0.0515
2398.0   2.0081    2.0081    1.6290    0.0000    0.0646
2399.0   2.0087    2.0087    1.2660    0.0000    0.0502
2400.0   2.0106    2.0106    1.4412    0.0000    0.0570
2401.0   2.0127    2.0127    1.5705    0.0000    0.0621
2402.0   2.0138    2.0138    1.5076    0.0000    0.0596
2403.0   2.0142    2.0142    1.4547    0.0000    0.0575
2404.0   2.0132    2.0132    1.6389    0.0000    0.0648
2405.0   2.0109    2.0109    1.2869    0.0000    0.0509
2406.0   2.0091    2.0091    1.4127    0.0000    0.0560
2407.0   2.0080    2.0080    1.5696    0.0000    0.0622
2408.0   2.0080    2.0080    1.2916    0.0000    0.0512
2409.0   2.0098    2.0098    1.5369    0.0000    0.0609
2410.0   2.0119    2.0119    1.4165    0.0000    0.0560
2411.0   2.0134    2.0134    1.2436    0.0000    0.0492
2412.0   2.0143    2.0143    1.4259    0.0000    0.0563
2413.0   2.0136    2.0136    1.6177    0.0000    0.0639
2414.0   2.0118    2.0118    1.3798    0.0000    0.0546
2415.0   2.0100    2.0100    1.5461    0.0000    0.0612
2416.0   2.0083    2.0083    1.4298    0.0000    0.0567
2417.0   2.0077    2.0077    1.4868    0.0000    0.0589
2418.0   2.0089    2.0089    1.5243    0.0000    0.0604
2419.0   2.0108    2.0108    1.6489    0.0000    0.0653
2420.0   2.0128    2.0128    1.3012    0.0000    0.0514
2421.0   2.0142    2.0142    1.4141    0.0000    0.0559
2422.0   2.0140    2.0140    1.4771    0.0000    0.0584
2423.0   2.0125    2.0125    1.2920    0.0000    0.0511
2424.0   2.0107    2.0107    1.5151    0.0000    0.0600
2425.0   2.0089    2.0089    1.4260    0.0000    0.0565
2426.0   2.0079    2.0079    1.2096    0.0000    0.0479
2427.0   2.0084    2.0084    1.4939    0.0000    0.0592
2428.0   2.0098    2.0098    1.6744    0.0000    0.0663
2429.0   2.0118    2.0118    1.2746    0.0000    0.0504
2430.0   2.0137    2.0137    1.6019    0.0000    0.0633
2431.0   2.0142    2.0142    1.4005    0.0000    0.0553
2432.0   2.0133    2.0133    1.3813    0.0000    0.0546
2433.0   2.0116    2.0116    1.6216    0.0000    0.0641
2434.0   2.0094    2.0094    1.4608    0.0000    0.0579
2435.0   2.0080    2.0080    1.4118    0.0000    0.0559
2436.0   2.0081    2.0081    1.4953    0.0000    0.0593
2437.0   2.0091    2.0091    1.2711    0.0000    0.0503
2438.0   2.0110    2.0110    1.4556    0.0000    0.0576
2439.0   2.0130    2.0130    1.5722    0.0000    0.0622
2440.0   2.0139    2.0139    1.3311    0.0000    0.0526
2441.0   2.0139    2.0139    1.3614    0.0000    0.0538
2442.0   2.0125    2.0125    1.5671    0.0000    0.0620
2443.0   2.0103    2.0103    1.5191    0.0000    0.0601
2444.0   2.0085    2.0085    1.4545    0.0000    0.0576
2445.0   2.0078    2.0078    1.5450    0.0000    0.0612
2446.0   2.0083    2.0083    1.3983    0.0000    0.0554
2447.0   2.0103    2.0103    1.4931    0.0000    0.0591
2448.0   2.0123    2.0123    1.5318    0.0000    0.0606
2449.0   2.0135    2.0135    1.3489    0.0000    0.0533
2450.0   2.0140    2.0140    1.3889    0.0000    0.0549
2451.0   2.0131    2.0131    1.4876    0.0000    0.0588
2452.0   2.0112    2.0112    1.2151    0.0000    0.0481
2453.0   2.0094    2.0094    1.5587    0.0000    0.0617
2454.0   2.0080    2.0080    1.5185    0.0000    0.0602
2455.0   2.0078    2.0078    1.4231    0.0000    0.0564
2456.0   2.0093    2.0093    1.3275    0.0000    0.0526
2457.0   2.0113    2.0113    1.7090    0.0000    0.0676
2458.0   2.0131    2.0131    1.2656    0.0000    0.0500
2459.0   2.0142    2.0142    1.7492    0.0000    0.0691
2460.0   2.0135    2.0135    1.4294    0.0000    0.0565
2461.0   2.0119    2.0119    1.4170    0.0000    0.0560
2462.0   2.0101    2.0101    1.5021    0.0000    0.0595
2463.0   2.0084    2.0084    1.4630    0.0000    0.0580
2464.0   2.0078    2.0078    1.2988    0.0000    0.0515
2465.0   2.0087    2.0087    1.4343    0.0000    0.0568
2466.0   2.0102    2.0102    1.3908    0.0000    0.0551
2467.0   2.0122    2.0122    1.2585    0.0000    0.0498
2468.0   2.0139    2.0139    1.7308    0.0000    0.0684
2469.0   2.0139    2.0139    1.2504    0.0000    0.0494
2470.0   2.0127    2.0127    1.3811    0.0000    0.0546
2471.0   2.0109    2.0109    1.4290    0.0000    0.0566
2472.0   2.0088    2.0088    1.5899    0.0000    0.0630
2473.0   2.0078    2.0078    1.4454    0.0000    0.0573
2474.0   2.0083    2.0083    1.5912    0.0000    0.0631
2475.0   2.0094    2.0094    1.3884    0.0000    0.0550
