#number of points averaged per size parameter = 4999
#   x       qext           qsca q          back             gsca            qp180
1.4270   1.9344682421    5.7077166612    8.1489403278   -0.1413798780    0.1136132197
1.4280   1.9319050220    5.7020430021    8.1262472889   -0.1410964829    0.1134095643
1.4290   1.9293353980    5.6963725299    8.1035385908   -0.1408115552    0.1132052211
1.4300   1.9267594832    5.6907054502    8.0808145988   -0.1405250895    0.1130001894
1.4310   1.9241773900    5.6850419666    8.0580756757   -0.1402370800    0.1127944686
1.4320   1.9215892301    5.6793822815    8.0353221811   -0.1399475211    0.1125880581
1.4330   1.9189951148    5.6737265960    8.0125544722   -0.1396564072    0.1123809572
1.4340   1.9163951546    5.6680751097    7.9897729032   -0.1393637327    0.1121731652
1.4350   1.9137894596    5.6624280205    7.9669778256   -0.1390694919    0.1119646817
1.4360   1.9111781392    5.6567855253    7.9441695881   -0.1387736794    0.1117555061
1.4370   1.9085613022    5.6511478193    7.9213485370   -0.1384762895    0.1115456378
1.4380   1.9059390569    5.6455150964    7.8985150155   -0.1381773166    0.1113350763
1.4390   1.9033115109    5.6398875493    7.8756693644   -0.1378767552    0.1111238210
1.4400   1.9006787713    5.6342653689    7.8528119218   -0.1375745997    0.1109118716
1.4410   1.8980409447    5.6286487451    7.8299430232   -0.1372708447    0.1106992275
1.4420   1.8953981370    5.6230378662    7.8070630015   -0.1369654847    0.1104858883
1.4430   1.8927504534    5.6174329192    7.7841721870   -0.1366585141    0.1102718536
1.4440   1.8900979989    5.6118340898    7.7612709074   -0.1363499274    0.1100571230
1.4450   1.8874408776    5.6062415623    7.7383594880   -0.1360397193    0.1098416961
1.4460   1.8847791932    5.6006555195    7.7154382514   -0.1357278842    0.1096255725
1.4470   1.8821130488    5.5950761431    7.6925075179   -0.1354144168    0.1094087520
1.4480   1.8794425469    5.5895036134    7.6695676052   -0.1350993116    0.1091912342
1.4490   1.8767677894    5.5839381093    7.6466188287   -0.1347825633    0.1089730187
1.4500   1.8740888778    5.5783798084    7.6236615011   -0.1344641665    0.1087541055
1.4510   1.8714059130    5.5728288870    7.6006959329   -0.1341441158    0.1085344942
1.4520   1.8687189951    5.5672855201    7.5777224323   -0.1338224059    0.1083141845
1.4530   1.8660282241    5.5617498813    7.5547413050   -0.1334990316    0.1080931764
1.4540   1.8633336990    5.5562221432    7.5317528543   -0.1331739874    0.1078714697
1.4550   1.8606355187    5.5507024767    7.5087573813   -0.1328472683    0.1076490641
1.4560   1.8579337811    5.5451910517    7.4857551849   -0.1325188689    0.1074259597
1.4570   1.8552285838    5.5396880368    7.4627465614   -0.1321887840    0.1072021562
1.4580   1.8525200240    5.5341935993    7.4397318051   -0.1318570084    0.1069776536
1.4590   1.8498081982    5.5287079051    7.4167112082   -0.1315235371    0.1067524520
1.4600   1.8470932022    5.5232311191    7.3936850603   -0.1311883647    0.1065265512
1.4610   1.8443751316    5.5177634047    7.3706536492   -0.1308514862    0.1062999513
1.4620   1.8416540813    5.5123049243    7.3476172599   -0.1305128966    0.1060726523
1.4630   1.8389301458    5.5068558389    7.3245761765   -0.1301725908    0.1058446542
1.4640   1.8362034188    5.5014163084    7.3015306799   -0.1298305636    0.1056159573
1.4650   1.8334739939    5.4959864913    7.2784810491   -0.1294868102    0.1053865615
1.4660   1.8307419638    5.4905665451    7.2554275613   -0.1291413255    0.1051564671
1.4670   1.8280074209    5.4851566258    7.2323704913   -0.1287941047    0.1049256742
1.4680   1.8252704570    5.4797568887    7.2093101123   -0.1284451427    0.1046941830
1.4690   1.8225311634    5.4743674873    7.1862466951   -0.1280944347    0.1044619937
1.4700   1.8197896311    5.4689885745    7.1631805088   -0.1277419759    0.1042291066
1.4710   1.8170459503    5.4636203015    7.1401118203   -0.1273877614    0.1039955220
1.4720   1.8143002109    5.4582628187    7.1170408947   -0.1270317864    0.1037612402
1.4730   1.8115525022    5.4529162752    7.0939679952   -0.1266740462    0.1035262615
1.4740   1.8088029130    5.4475808190    7.0708933831   -0.1263145360    0.1032905864
1.4750   1.8060515318    5.4422565968    7.0478173177   -0.1259532511    0.1030542151
1.4760   1.8032984463    5.4369437543    7.0247400567   -0.1255901870    0.1028171482
1.4770   1.8005437441    5.4316424361    7.0016618556   -0.1252253389    0.1025793862
1.4780   1.7977875119    5.4263527856    6.9785829685   -0.1248587024    0.1023409295
1.4790   1.7950298363    5.4210749449    6.9555036475   -0.1244902727    0.1021017786
1.4800   1.7922708032    5.4158090554    6.9324241429   -0.1241200455    0.1018619341
1.4810   1.7895104981    5.4105552571    6.9093447034   -0.1237480163    0.1016213966
1.4820   1.7867490061    5.4053136888    6.8862655758   -0.1233741806    0.1013801667
1.4830   1.7839864116    5.4000844886    6.8631870055   -0.1229985340    0.1011382451
1.4840   1.7812227988    5.3948677931    6.8401092359   -0.1226210722    0.1008956325
1.4850   1.7784582513    5.3896637382    6.8170325090   -0.1222417908    0.1006523295
1.4860   1.7756928524    5.3844724583    6.7939570650   -0.1218606857    0.1004083370
1.4870   1.7729266847    5.3792940871    6.7708831426   -0.1214777525    0.1001636557
1.4880   1.7701598305    5.3741287571    6.7478109790   -0.1210929870    0.0999182864
1.4890   1.7673923718    5.3689765997    6.7247408095   -0.1207063852    0.0996722300
1.4900   1.7646243897    5.3638377453    6.7016728683   -0.1203179429    0.0994254874
1.4910   1.7618559654    5.3587123233    6.6786073878   -0.1199276560    0.0991780594
1.4920   1.7590871793    5.3536004621    6.6555445989   -0.1195355206    0.0989299472
1.4930   1.7563181114    5.3485022890    6.6324847312   -0.1191415327    0.0986811516
1.4940   1.7535488416    5.3434179302    6.6094280128   -0.1187456883    0.0984316736
1.4950   1.7507794488    5.3383475110    6.5863746702   -0.1183479835    0.0981815144
1.4960   1.7480100120    5.3332911558    6.5633249288   -0.1179484147    0.0979306750
1.4970   1.7452406096    5.3282489878    6.5402790123   -0.1175469779    0.0976791565
1.4980   1.7424713194    5.3232211292    6.5172371432   -0.1171436694    0.0974269602
1.4990   1.7397022190    5.3182077015    6.4941995426   -0.1167384856    0.0971740873
1.5000   1.7369333855    5.3132088249    6.4711664305   -0.1163314229    0.0969205389
1.5010   1.7341648956    5.3082246188    6.4481380253   -0.1159224775    0.0966663163
1.5020   1.7313968256    5.3032552015    6.4251145442   -0.1155116461    0.0964114210
1.5030   1.7286292514    5.2983006906    6.4020962034   -0.1150989251    0.0961558542
1.5040   1.7258622484    5.2933612025    6.3790832175   -0.1146843112    0.0958996172
1.5050   1.7230958919    5.2884368528    6.3560758001   -0.1142678009    0.0956427117
1.5060   1.7203302564    5.2835277559    6.3330741636   -0.1138493909    0.0953851389
1.5070   1.7175654163    5.2786340257    6.3100785191   -0.1134290780    0.0951269005
1.5080   1.7148014455    5.2737557749    6.2870890769   -0.1130068589    0.0948679980
1.5090   1.7120384174    5.2688931152    6.2641060457   -0.1125827306    0.0946084329
1.5100   1.7092764053    5.2640461576    6.2411296335   -0.1121566899    0.0943482069
1.5110   1.7065154819    5.2592150121    6.2181600471   -0.1117287337    0.0940873216
1.5120   1.7037557195    5.2543997878    6.1951974920   -0.1112988592    0.0938257788
1.5130   1.7009971902    5.2496005929    6.1722421731   -0.1108670633    0.0935635802
1.5140   1.6982399656    5.2448175348    6.1492942938   -0.1104333433    0.0933007275
1.5150   1.6954841169    5.2400507198    6.1263540570   -0.1099976963    0.0930372227
1.5160   1.6927297151    5.2353002536    6.1034216643   -0.1095601195    0.0927730675
1.5170   1.6899768307    5.2305662407    6.0804973165   -0.1091206104    0.0925082639
1.5180   1.6872255338    5.2258487852    6.0575812133   -0.1086791663    0.0922428138
1.5190   1.6844758942    5.2211479899    6.0346735536   -0.1082357846    0.0919767193
1.5200   1.6817279814    5.2164639570    6.0117745355   -0.1077904629    0.0917099823
1.5210   1.6789818645    5.2117967877    5.9888843560   -0.1073431987    0.0914426049
1.5220   1.6762376122    5.2071465825    5.9660032116   -0.1068939896    0.0911745892
1.5230   1.6734952930    5.2025134411    5.9431312976   -0.1064428335    0.0909059375
1.5240   1.6707549749    5.1978974621    5.9202688088   -0.1059897279    0.0906366519
1.5250   1.6680167256    5.1932987435    5.8974159390   -0.1055346709    0.0903667346
1.5260   1.6652806124    5.1887173826    5.8745728814   -0.1050776602    0.0900961879
1.5270   1.6625467026    5.1841534756    5.8517398283   -0.1046186939    0.0898250142
1.5280   1.6598150626    5.1796071180    5.8289169713   -0.1041577701    0.0895532159
1.5290   1.6570857590    5.1750784047    5.8061045016   -0.1036948867    0.0892807953
1.5300   1.6543588577    5.1705674295    5.7833026092   -0.1032300420    0.0890077550
1.5310   1.6516344246    5.1660742855    5.7605114839   -0.1027632343    0.0887340974
1.5320   1.6489125250    5.1615990653    5.7377313146   -0.1022944619    0.0884598251
1.5330   1.6461932239    5.1571418603    5.7149622898   -0.1018237231    0.0881849407
1.5340   1.6434765863    5.1527027614    5.6922045970   -0.1013510165    0.0879094468
1.5350   1.6407626764    5.1482818587    5.6694584237   -0.1008763405    0.0876333462
1.5360   1.6380515585    5.1438792415    5.6467239563   -0.1003996939    0.0873566415
1.5370   1.6353432965    5.1394949982    5.6240013809   -0.0999210753    0.0870793356
1.5380   1.6326379538    5.1351292168    5.6012908832   -0.0994404834    0.0868014313
1.5390   1.6299355936    5.1307819843    5.5785926482   -0.0989579172    0.0865229314
1.5400   1.6272362789    5.1264533870    5.5559068604   -0.0984733755    0.0862438389
1.5410   1.6245400724    5.1221435105    5.5332337042   -0.0979868573    0.0859641568
1.5420   1.6218470363    5.1178524397    5.5105733630   -0.0974983618    0.0856838880
1.5430   1.6191572328    5.1135802586    5.4879260203   -0.0970078880    0.0854030356
1.5440   1.6164707235    5.1093270508    5.4652918589   -0.0965154352    0.0851216027
1.5450   1.6137875700    5.1050928990    5.4426710613   -0.0960210027    0.0848395926
1.5460   1.6111078333    5.1008778851    5.4200638096   -0.0955245899    0.0845570083
1.5470   1.6084315745    5.0966820904    5.3974702857   -0.0950261964    0.0842738532
1.5480   1.6057588542    5.0925055956    5.3748906711   -0.0945258216    0.0839901305
1.5490   1.6030897326    5.0883484806    5.3523251469   -0.0940234652    0.0837058436
1.5500   1.6004242699    5.0842108245    5.3297738940   -0.0935191269    0.0834209959
1.5510   1.5977625258    5.0800927061    5.3072370930   -0.0930128065    0.0831355909
1.5520   1.5951045599    5.0759942030    5.2847149245   -0.0925045040    0.0828496320
1.5530   1.5924504315    5.0719153926    5.2622075684   -0.0919942193    0.0825631227
1.5540   1.5898001996    5.0678563513    5.2397152049   -0.0914819524    0.0822760668
1.5550   1.5871539228    5.0638171550    5.2172380136   -0.0909677036    0.0819884678
1.5560   1.5845116597    5.0597978789    5.1947761742   -0.0904514731    0.0817003294
1.5570   1.5818734685    5.0557985976    5.1723298662   -0.0899332611    0.0814116553
1.5580   1.5792394071    5.0518193850    5.1498992688   -0.0894130682    0.0811224494
1.5590   1.5766095333    5.0478603143    5.1274845613   -0.0888908948    0.0808327155
1.5600   1.5739839046    5.0439214581    5.1050859229   -0.0883667416    0.0805424575
1.5610   1.5713625780    5.0400028884    5.0827035326   -0.0878406091    0.0802516794
1.5620   1.5687456107    5.0361046765    5.0603375693   -0.0873124982    0.0799603850
1.5630   1.5661330594    5.0322268933    5.0379882121   -0.0867824098    0.0796685786
1.5640   1.5635249805    5.0283696087    5.0156556399   -0.0862503448    0.0793762641
1.5650   1.5609214302    5.0245328922    4.9933400316   -0.0857163042    0.0790834457
1.5660   1.5583224647    5.0207168127    4.9710415662   -0.0851802893    0.0787901277
1.5670   1.5557281396    5.0169214385    4.9487604227   -0.0846423013    0.0784963142
1.5680   1.5531385105    5.0131468371    4.9264967801   -0.0841023414    0.0782020097
1.5690   1.5505536328    5.0093930757    4.9042508176   -0.0835604112    0.0779072183
1.5700   1.5479735615    5.0056602206    4.8820227144   -0.0830165121    0.0776119446
1.5710   1.5453983515    5.0019483377    4.8598126497   -0.0824706458    0.0773161930
1.5720   1.5428280574    4.9982574922    4.8376208030   -0.0819228141    0.0770199679
1.5730   1.5402627337    4.9945877488    4.8154473540   -0.0813730186    0.0767232741
1.5740   1.5377024346    4.9909391715    4.7932924823   -0.0808212614    0.0764261160
1.5750   1.5351472139    4.9873118239    4.7711563679   -0.0802675445    0.0761284984
1.5760   1.5325971257    4.9837057689    4.7490391908   -0.0797118699    0.0758304259
1.5770   1.5300522233    4.9801210688    4.7269411315   -0.0791542399    0.0755319034
1.5780   1.5275125601    4.9765577854    4.7048623704   -0.0785946569    0.0752329356
1.5790   1.5249781893    4.9730159799    4.6828030884   -0.0780331231    0.0749335275
1.5800   1.5224491638    4.9694957129    4.6607634665   -0.0774696412    0.0746336839
1.5810   1.5199255363    4.9659970445    4.6387436862   -0.0769042138    0.0743334099
1.5820   1.5174073594    4.9625200343    4.6167439289   -0.0763368436    0.0740327104
1.5830   1.5148946854    4.9590647411    4.5947643767   -0.0757675334    0.0737315906
1.5840   1.5123875664    4.9556312235    4.5728052119   -0.0751962861    0.0734300557
1.5850   1.5098860544    4.9522195393    4.5508666171   -0.0746231048    0.0731281107
1.5860   1.5073902011    4.9488297459    4.5289487754   -0.0740479926    0.0728257610
1.5870   1.5049000580    4.9454619000    4.5070518700   -0.0734709528    0.0725230118
1.5880   1.5024156765    4.9421160578    4.4851760848   -0.0728919887    0.0722198686
1.5890   1.4999371078    4.9387922752    4.4633216039   -0.0723111038    0.0719163367
1.5900   1.4974644028    4.9354906072    4.4414886120   -0.0717283016    0.0716124215
1.5910   1.4949976123    4.9322111086    4.4196772941   -0.0711435858    0.0713081286
1.5920   1.4925367869    4.9289538335    4.3978878359   -0.0705569602    0.0710034636
1.5930   1.4900819772    4.9257188354    4.3761204232   -0.0699684286    0.0706984321
1.5940   1.4876332332    4.9225061676    4.3543752425   -0.0693779952    0.0703930397
1.5950   1.4851906051    4.9193158824    4.3326524809   -0.0687856639    0.0700872922
1.5960   1.4827541428    4.9161480321    4.3109523260   -0.0681914390    0.0697811953
1.5970   1.4803238960    4.9130026681    4.2892749657   -0.0675953248    0.0694747550
1.5980   1.4778999142    4.9098798415    4.2676205887   -0.0669973257    0.0691679770
1.5990   1.4754822468    4.9067796027    4.2459893842   -0.0663974463    0.0688608674
1.6000   1.4730709431    4.9037020019    4.2243815419   -0.0657956913    0.0685534320
1.6010   1.4706660519    4.9006470885    4.2027972524   -0.0651920654    0.0682456771
1.6020   1.4682676222    4.8976149116    4.1812367064   -0.0645865735    0.0679376086
1.6030   1.4658757028    4.8946055196    4.1597000958   -0.0639792205    0.0676292328
1.6040   1.4634903420    4.8916189606    4.1381876127   -0.0633700116    0.0673205558
1.6050   1.4611115884    4.8886552821    4.1166994502   -0.0627589521    0.0670115839
1.6060   1.4587394900    4.8857145311    4.0952358017   -0.0621460472    0.0667023234
1.6070   1.4563740950    4.8827967542    4.0737968617   -0.0615313024    0.0663927806
1.6080   1.4540154513    4.8799019975    4.0523828251   -0.0609147232    0.0660829621
1.6090   1.4516636065    4.8770303064    4.0309938877   -0.0602963153    0.0657728743
1.6100   1.4493186083    4.8741817262    4.0096302459   -0.0596760846    0.0654625237
1.6110   1.4469805041    4.8713563013    3.9882920969   -0.0590540369    0.0651519169
1.6120   1.4446493412    4.8685540760    3.9669796387   -0.0584301782    0.0648410605
1.6130   1.4423251666    4.8657750938    3.9456930701   -0.0578045147    0.0645299612
1.6140   1.4400080274    4.8630193980    3.9244325905   -0.0571770526    0.0642186258
1.6150   1.4376979703    4.8602870312    3.9031984004   -0.0565477984    0.0639070610
1.6160   1.4353950421    4.8575780356    3.8819907008   -0.0559167584    0.0635952737
1.6170   1.4330992892    4.8548924530    3.8608096938   -0.0552839393    0.0632832707
1.6180   1.4308107581    4.8522303247    3.8396555822   -0.0546493479    0.0629710592
1.6190   1.4285294950    4.8495916915    3.8185285697   -0.0540129909    0.0626586459
1.6200   1.4262555460    4.8469765936    3.7974288608   -0.0533748753    0.0623460380
1.6210   1.4239889570    4.8443850711    3.7763566610   -0.0527350083    0.0620332427
1.6220   1.4217297738    4.8418171632    3.7553121766   -0.0520933969    0.0617202670
1.6230   1.4194780421    4.8392729089    3.7342956149   -0.0514500485    0.0614071181
1.6240   1.4172338075    4.8367523468    3.7133071840   -0.0508049705    0.0610938034
1.6250   1.4149971153    4.8342555147    3.6923470930   -0.0501581706    0.0607803301
1.6260   1.4127680108    4.8317824504    3.6714155521   -0.0495096563    0.0604667055
1.6270   1.4105465391    4.8293331908    3.6505127721   -0.0488594355    0.0601529372
1.6280   1.4083327453    4.8269077725    3.6296389651   -0.0482075160    0.0598390326
1.6290   1.4061266740    4.8245062319    3.6087943440   -0.0475539059    0.0595249991
1.6300   1.4039283701    4.8221286046    3.5879791229   -0.0468986133    0.0592108444
1.6310   1.4017378782    4.8197749259    3.5671935166   -0.0462416466    0.0588965761
1.6320   1.3995552427    4.8174452305    3.5464377412   -0.0455830141    0.0585822018
1.6330   1.3973805079    4.8151395528    3.5257120137   -0.0449227242    0.0582677292
1.6340   1.3952137181    4.8128579268    3.5050165521   -0.0442607857    0.0579531661
1.6350   1.3930549173    4.8106003859    3.4843515756   -0.0435972074    0.0576385204
1.6360   1.3909041494    4.8083669630    3.4637173044   -0.0429319980    0.0573237998
1.6370   1.3887614582    4.8061576907    3.4431139597   -0.0422651665    0.0570090124
1.6380   1.3866268875    4.8039726012    3.4225417639   -0.0415967221    0.0566941659
1.6390   1.3845004807    4.8018117259    3.4020009404   -0.0409266741    0.0563792686
1.6400   1.3823822814    4.7996750962    3.3814917138   -0.0402550317    0.0560643284
1.6410   1.3802723328    4.7975627428    3.3610143098   -0.0395818044    0.0557493534
1.6420   1.3781706781    4.7954746959    3.3405689551   -0.0389070019    0.0554343517
1.6430   1.3760773604    4.7934109853    3.3201558778   -0.0382306338    0.0551193317
1.6440   1.3739924226    4.7913716405    3.2997753069   -0.0375527101    0.0548043014
1.6450   1.3719159075    4.7893566904    3.2794274728   -0.0368732406    0.0544892693
1.6460   1.3698478578    4.7873661635    3.2591126067   -0.0361922354    0.0541742436
1.6470   1.3677883161    4.7854000877    3.2388309415   -0.0355097048    0.0538592327
1.6480   1.3657373248    4.7834584907    3.2185827108   -0.0348256590    0.0535442451
1.6490   1.3636949263    4.7815413996    3.1983681497   -0.0341401086    0.0532292893
1.6500   1.3616611627    4.7796488411    3.1781874944   -0.0334530640    0.0529143737
1.6510   1.3596360762    4.7777808414    3.1580409824   -0.0327645359    0.0525995069
1.6520   1.3576197087    4.7759374263    3.1379288523   -0.0320745353    0.0522846976
1.6530   1.3556121021    4.7741186212    3.1178513440   -0.0313830729    0.0519699543
1.6540   1.3536132981    4.7723244507    3.0978086987   -0.0306901598    0.0516552858
1.6550   1.3516233383    4.7705549395    3.0778011589   -0.0299958072    0.0513407009
1.6560   1.3496422641    4.7688101115    3.0578289681   -0.0293000264    0.0510262082
1.6570   1.3476701171    4.7670899901    3.0378923713   -0.0286028287    0.0507118167
1.6580   1.3457069384    4.7653945985    3.0179916148   -0.0279042258    0.0503975352
1.6590   1.3437527691    4.7637239593    2.9981269460   -0.0272042292    0.0500833725
1.6600   1.3418076503    4.7620780945    2.9782986139   -0.0265028507    0.0497693378
1.6610   1.3398716229    4.7604570260    2.9585068684   -0.0258001021    0.0494554399
1.6620   1.3379447277    4.7588607748    2.9387519611   -0.0250959956    0.0491416878
1.6630   1.3360270053    4.7572893619    2.9190341447   -0.0243905431    0.0488280907
1.6640   1.3341184962    4.7557428076    2.8993536732   -0.0236837569    0.0485146577
1.6650   1.3322192410    4.7542211316    2.8797108021   -0.0229756495    0.0482013979
1.6660   1.3303292799    4.7527243534    2.8601057881   -0.0222662331    0.0478883205
1.6670   1.3284486531    4.7512524920    2.8405388893   -0.0215555205    0.0475754347
1.6680   1.3265774006    4.7498055658    2.8210103652   -0.0208435244    0.0472627498
1.6690   1.3247155626    4.7483835929    2.8015204766   -0.0201302574    0.0469502751
1.6700   1.3228631787    4.7469865907    2.7820694857   -0.0194157327    0.0466380200
1.6710   1.3210202886    4.7456145765    2.7626576559   -0.0186999632    0.0463259937
1.6720   1.3191869321    4.7442675667    2.7432852523   -0.0179829621    0.0460142058
1.6730   1.3173631486    4.7429455776    2.7239525412   -0.0172647426    0.0457026656
1.6740   1.3155489774    4.7416486248    2.7046597903   -0.0165453182    0.0453913827
1.6750   1.3137444578    4.7403767236    2.6854072686   -0.0158247024    0.0450803666
1.6760   1.3119496289    4.7391298887    2.6661952467   -0.0151029088    0.0447696268
1.6770   1.3101645297    4.7379081344    2.6470239966   -0.0143799511    0.0444591729
1.6780   1.3083891992    4.7367114744    2.6278937914   -0.0136558432    0.0441490145
1.6790   1.3066236759    4.7355399220    2.6088049060   -0.0129305990    0.0438391612
1.6800   1.3048679987    4.7343934902    2.5897576166   -0.0122042327    0.0435296228
1.6810   1.3031222060    4.7332721912    2.5707522006   -0.0114767583    0.0432204090
1.6820   1.3013863362    4.7321760370    2.5517889372   -0.0107481901    0.0429115295
1.6830   1.2996604276    4.7311050388    2.5328681068   -0.0100185427    0.0426029940
1.6840   1.2979445183    4.7300592078    2.5139899912   -0.0092878304    0.0422948124
1.6850   1.2962386463    4.7290385541    2.4951548738   -0.0085560679    0.0419869945
1.6860   1.2945428496    4.7280430879    2.4763630393   -0.0078232699    0.0416795502
1.6870   1.2928571660    4.7270728185    2.4576147740   -0.0070894513    0.0413724893
1.6880   1.2911816330    4.7261277548    2.4389103656   -0.0063546270    0.0410658218
1.6890   1.2895162882    4.7252079054    2.4202501031   -0.0056188121    0.0407595576
1.6900   1.2878611690    4.7243132782    2.4016342771   -0.0048820216    0.0404537066
1.6910   1.2862163127    4.7234438806    2.3830631797   -0.0041442709    0.0401482789
1.6920   1.2845817563    4.7225997197    2.3645371043   -0.0034055753    0.0398432845
1.6930   1.2829575370    4.7217808018    2.3460563459   -0.0026659503    0.0395387334
1.6940   1.2813436915    4.7209871329    2.3276212010   -0.0019254114    0.0392346356
1.6950   1.2797402567    4.7202187184    2.3092319674   -0.0011839744    0.0389310013
1.6960   1.2781472691    4.7194755634    2.2908889444   -0.0004416549    0.0386278406
1.6970   1.2765647652    4.7187576721    2.2725924329    0.0003015311    0.0383251636
1.6980   1.2749927813    4.7180650486    2.2543427351    0.0010455677    0.0380229804
1.6990   1.2734313538    4.7173976962    2.2361401549    0.0017904388    0.0377213012
1.7000   1.2718805185    4.7167556177    2.2179849975    0.0025361282    0.0374201363
1.7010   1.2703403116    4.7161388156    2.1998775694    0.0032826197    0.0371194957
1.7020   1.2688107687    4.7155472917    2.1818181790    0.0040298970    0.0368193898
1.7030   1.2672919255    4.7149810472    2.1638071359    0.0047779434    0.0365198288
1.7040   1.2657838176    4.7144400829    2.1458447511    0.0055267426    0.0362208230
1.7050   1.2642864803    4.7139243991    2.1279313373    0.0062762778    0.0359223825
1.7060   1.2627999489    4.7134339955    2.1100672085    0.0070265324    0.0356245178
1.7070   1.2613242584    4.7129688713    2.0922526802    0.0077774894    0.0353272391
1.7080   1.2598594438    4.7125290250    2.0744880693    0.0085291320    0.0350305567
1.7090   1.2584055398    4.7121144548    2.0567736944    0.0092814431    0.0347344810
1.7100   1.2569625812    4.7117251582    2.0391098754    0.0100344057    0.0344390224
1.7110   1.2555306024    4.7113611321    2.0214969336    0.0107880026    0.0341441911
1.7120   1.2541096378    4.7110223732    2.0039351918    0.0115422164    0.0338499975
1.7130   1.2526997215    4.7107088771    1.9864249744    0.0122970299    0.0335564521
1.7140   1.2513008877    4.7104206393    1.9689666071    0.0130524256    0.0332635652
1.7150   1.2499131701    4.7101576546    1.9515604170    0.0138083858    0.0329713472
1.7160   1.2485366026    4.7099199171    1.9342067329    0.0145648932    0.0326798086
1.7170   1.2471712186    4.7097074204    1.9169058847    0.0153219298    0.0323889596
1.7180   1.2458170517    4.7095201578    1.8996582041    0.0160794780    0.0320988108
1.7190   1.2444741350    4.7093581216    1.8824640239    0.0168375199    0.0318093726
1.7200   1.2431425016    4.7092213038    1.8653236787    0.0175960375    0.0315206554
1.7210   1.2418221846    4.7091096958    1.8482375041    0.0183550129    0.0312326696
1.7220   1.2405132165    4.7090232882    1.8312058375    0.0191144279    0.0309454257
1.7230   1.2392156301    4.7089620714    1.8142290175    0.0198742644    0.0306589341
1.7240   1.2379294577    4.7089260349    1.7973073842    0.0206345041    0.0303732053
1.7250   1.2366547317    4.7089151677    1.7804412791    0.0213951288    0.0300882497
1.7260   1.2353914839    4.7089294582    1.7636310451    0.0221561199    0.0298040777
1.7270   1.2341397465    4.7089688942    1.7468770264    0.0229174592    0.0295206998
1.7280   1.2328995511    4.7090334630    1.7301795687    0.0236791279    0.0292381264
1.7290   1.2316709292    4.7091231512    1.7135390192    0.0244411077    0.0289563679
1.7300   1.2304539122    4.7092379448    1.6969557262    0.0252033797    0.0286754349
1.7310   1.2292485313    4.7093778291    1.6804300395    0.0259659252    0.0283953377
1.7320   1.2280548175    4.7095427889    1.6639623103    0.0267287255    0.0281160867
1.7330   1.2268728017    4.7097328085    1.6475528911    0.0274917617    0.0278376924
1.7340   1.2257025144    4.7099478713    1.6312021359    0.0282550148    0.0275601652
1.7350   1.2245439861    4.7101879603    1.6149103997    0.0290184659    0.0272835155
1.7360   1.2233972470    4.7104530577    1.5986780392    0.0297820960    0.0270077537
1.7370   1.2222623272    4.7107431452    1.5825054123    0.0305458859    0.0267328902
1.7380   1.2211392566    4.7110582039    1.5663928780    0.0313098165    0.0264589354
1.7390   1.2200280648    4.7113982141    1.5503407969    0.0320738686    0.0261858996
1.7400   1.2189287812    4.7117631555    1.5343495308    0.0328380229    0.0259137932
1.7410   1.2178414352    4.7121530073    1.5184194426    0.0336022600    0.0256426266
1.7420   1.2167660557    4.7125677478    1.5025508968    0.0343665607    0.0253724100
1.7430   1.2157026717    4.7130073550    1.4867442590    0.0351309054    0.0251031539
1.7440   1.2146513117    4.7134718059    1.4709998960    0.0358952747    0.0248348685
1.7450   1.2136120042    4.7139610769    1.4553181758    0.0366596492    0.0245675641
1.7460   1.2125847774    4.7144751440    1.4396994679    0.0374240091    0.0243012509
1.7470   1.2115696593    4.7150139822    1.4241441427    0.0381883349    0.0240359393
1.7480   1.2105666776    4.7155775661    1.4086525721    0.0389526070    0.0237716395
1.7490   1.2095758600    4.7161658694    1.3932251289    0.0397168057    0.0235083617
1.7500   1.2085972337    4.7167788652    1.3778621874    0.0404809112    0.0232461161
1.7510   1.2076308259    4.7174165260    1.3625641227    0.0412449037    0.0229849128
1.7520   1.2066766635    4.7180788235    1.3473313114    0.0420087634    0.0227247622
1.7530   1.2057347730    4.7187657288    1.3321641311    0.0427724705    0.0224656741
1.7540   1.2048051809    4.7194772123    1.3170629606    0.0435360051    0.0222076589
1.7550   1.2038879135    4.7202132436    1.3020281796    0.0442993473    0.0219507266
1.7560   1.2029829966    4.7209737917    1.2870601691    0.0450624771    0.0216948872
1.7570   1.2020904559    4.7217588248    1.2721593113    0.0458253745    0.0214401508
1.7580   1.2012103169    4.7225683106    1.2573259891    0.0465880195    0.0211865274
1.7590   1.2003426049    4.7234022158    1.2425605869    0.0473503922    0.0209340270
1.7600   1.1994873447    4.7242605066    1.2278634897    0.0481124723    0.0206826596
1.7610   1.1986445611    4.7251431484    1.2132350839    0.0488742399    0.0204324350
1.7620   1.1978142787    4.7260501058    1.1986757567    0.0496356749    0.0201833632
1.7630   1.1969965214    4.7269813429    1.1841858964    0.0503967570    0.0199354541
1.7640   1.1961913134    4.7279368228    1.1697658923    0.0511574662    0.0196887174
1.7650   1.1953986783    4.7289165080    1.1554161344    0.0519177822    0.0194431630
1.7660   1.1946186396    4.7299203603    1.1411370140    0.0526776850    0.0191988007
1.7670   1.1938512203    4.7309483407    1.1269289231    0.0534371542    0.0189556401
1.7680   1.1930964434    4.7320004094    1.1127922547    0.0541961697    0.0187136911
